platillo,tiempo,dia,theme,food_id,alimento_match,gramos,ingrediente_texto,porcion_original,confianza,nivel,metodo,revisar
D19 Desayuno · Smoothie de Frutos Rojos,Desayuno,19,🇮🇹 Italiana,pan-tostado,Pan tostado,60,4 pz pan tostado,2 pz huevo revuelto + 4 pz pan tostado,0.9,alta,4.0×rebanada(15.0g),
D19 Comida · Bowl de Garbanzo,Comida,19,🇮🇹 Italiana,quinoa-cruda,Quinoa cruda,,1 taza quinoa cocida,1 taza quinoa cocida,0.9,media,REVISAR-medida(taza≠gramos),SI
D19 Comida · Bowl de Garbanzo,Comida,19,🇮🇹 Italiana,,,,"Tomate cherry, col morada, zanahoria, espinaca","Tomate cherry, col morada, zanahoria, espinaca",0.0,baja,sin-cantidad,SI
D19 Comida · Bowl de Garbanzo,Comida,19,🇮🇹 Italiana,garbanzo-cocido,Garbanzo cocido,164,1 taza garbanzos cocidos,1 taza garbanzos cocidos,0.9,alta,1.0×taza(164.0g),
D19 Comida · Bowl de Garbanzo,Comida,19,🇮🇹 Italiana,pechuga-de-pollo-sin-piel,Pechuga de pollo sin piel,180,180 g pechuga de pollo,180 g pechuga de pollo,0.9,alta,gramos-directos,
D19 Comida · Bowl de Garbanzo,Comida,19,🇮🇹 Italiana,,,,"aceite oliva, mostaza, miel, limón, paprika","Aderezo: aceite oliva, mostaza, miel, limón, paprika",0.0,baja,sin-cantidad,SI
D19 Cena · Bowl Balanceado con Pollo,Cena,19,🇮🇹 Italiana,pan-integral,Pan integral,100,4 reb pan integral tostado,4 reb pan integral tostado,0.9,alta,4.0×rebanada(25.0g),
D19 Cena · Bowl Balanceado con Pollo,Cena,19,🇮🇹 Italiana,requeson-promedio,Requesón promedio,30,30 g requesón o ricotta,30 g requesón o ricotta,0.9,alta,gramos-directos,
D19 Cena · Bowl Balanceado con Pollo,Cena,19,🇮🇹 Italiana,huevo-entero-fresco,Huevo entero fresco,44,1 pz huevo,1 pz huevo + 60 g pechuga de pollo,0.9,alta,1.0×pieza(44.0g),
D19 Cena · Bowl Balanceado con Pollo,Cena,19,🇮🇹 Italiana,pechuga-de-pollo-sin-piel,Pechuga de pollo sin piel,60,60 g pechuga de pollo,1 pz huevo + 60 g pechuga de pollo,0.9,alta,gramos-directos,
D19 Cena · Bowl Balanceado con Pollo,Cena,19,🇮🇹 Italiana,lechuga,Lechuga,,Lechuga o espinaca,Lechuga o espinaca,0.9,media,sin-cantidad,SI
D19 Cena · Bowl Balanceado con Pollo,Cena,19,🇮🇹 Italiana,manzana,Manzana,106,1 pz manzana,1 pz manzana,0.9,alta,1.0×pieza(106.0g),
D19 Cena · Bowl Balanceado con Pollo,Cena,19,🇮🇹 Italiana,aguacate-hass,Aguacate Hass,31,⅓ aguacate,⅓ aguacate,0.9,alta,0.3333333333333333×pieza(93.94g),
D19 Snack AM · Snack AM,Snack AM,19,🇮🇹 Italiana,almendra,Almendra,10,10 g semillas (almendras),10 g semillas (almendras) + 1 cdita arándanos deshidratados,0.9,alta,gramos-directos,
D19 Snack AM · Snack AM,Snack AM,19,🇮🇹 Italiana,arandano-seco-con-azucar,Arándano seco con azúcar,,1 cdita arándanos deshidratados,10 g semillas (almendras) + 1 cdita arándanos deshidratados,0.9,media,REVISAR-medida(cdita≠taza),SI
D19 Snack PM · Snack PM,Snack PM,19,🇮🇹 Italiana,manzana,Manzana,106,1 pz manzana,1 pz manzana + 10 g semillas (almendras),0.9,alta,1.0×pieza(106.0g),
D19 Snack PM · Snack PM,Snack PM,19,🇮🇹 Italiana,almendra,Almendra,10,10 g semillas (almendras),1 pz manzana + 10 g semillas (almendras),0.9,alta,gramos-directos,
D20 Desayuno · Toast de Pera y Maní,Desayuno,20,🇮🇹 Italiana,pan-integral,Pan integral,75,3 reb pan integral,3 reb pan integral,0.9,alta,3.0×rebanada(25.0g),
D20 Desayuno · Toast de Pera y Maní,Desayuno,20,🇮🇹 Italiana,mantequilla-de-cacahuate,Mantequilla de cacahuate,,1 cdita crema de cacahuate natural,1 cdita crema de cacahuate natural,0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D20 Desayuno · Toast de Pera y Maní,Desayuno,20,🇮🇹 Italiana,pera,Pera,162,1 pera en láminas,1 pera en láminas,0.9,alta,1.0×pieza(162.0g),
D20 Desayuno · Toast de Pera y Maní,Desayuno,20,🇮🇹 Italiana,yoghurt-oikos-estilo-griego-sabor-natural-sin-azucar-y-sin-endulzar,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",,1 taza yogurt griego sin azúcar,1 taza yogurt griego sin azúcar,0.9,media,REVISAR-medida(taza≠gramos),SI
D20 Desayuno · Toast de Pera y Maní,Desayuno,20,🇮🇹 Italiana,miel-de-abeja,Miel de abeja,,½ cdita miel,½ cdita miel + canela,0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D20 Desayuno · Toast de Pera y Maní,Desayuno,20,🇮🇹 Italiana,canela,Canela,,canela,½ cdita miel + canela,0.9,media,sin-cantidad,SI
D20 Desayuno · Toast de Pera y Maní,Desayuno,20,🇮🇹 Italiana,huevo-entero-fresco,Huevo entero fresco,132,3 pz de huevo,3 pz de huevo,0.9,alta,3.0×pieza(44.0g),
D20 Comida · Pasta con Verduras,Comida,20,🇮🇹 Italiana,pasta-cocida,Pasta cocida,240,2 tz pasta cocida en salsa de tomate,2 tz pasta cocida en salsa de tomate,0.9,alta,2.0×taza(120.0g),
D20 Comida · Pasta con Verduras,Comida,20,🇮🇹 Italiana,pechuga-de-pollo-sin-piel,Pechuga de pollo sin piel,200,200 g pechuga de pollo,200 g pechuga de pollo,0.9,alta,gramos-directos,
D20 Comida · Pasta con Verduras,Comida,20,🇮🇹 Italiana,,,,Tomate cherry y brócoli,Tomate cherry y brócoli,0.0,baja,sin-cantidad,SI
D20 Comida · Pasta con Verduras,Comida,20,🇮🇹 Italiana,,,,"Ajo, albahaca y orégano","Ajo, albahaca y orégano",0.0,baja,sin-cantidad,SI
D20 Comida · Pasta con Verduras,Comida,20,🇮🇹 Italiana,queso-parmesano-rallado,Queso Parmesano rallado,,1 cdita parmesano rallado,1 cdita parmesano rallado,0.9,media,REVISAR-medida(cdita≠cucharada),SI
D20 Cena · Pan Pizza,Cena,20,🇮🇹 Italiana,pan-pita,Pan pita,139,2 pan pita,2 pan pita,0.9,alta,2.0×pieza(69.7g),
D20 Cena · Pan Pizza,Cena,20,🇮🇹 Italiana,jamon-de-pavo,Jamón de pavo,168,8 reb jamón de pechuga de pavo,8 reb jamón de pechuga de pavo,0.9,alta,8.0×rebanada(21.0g),
D20 Cena · Pan Pizza,Cena,20,🇮🇹 Italiana,pure-de-jitomate,Puré de jitomate,55,¼ tz salsa de tomate casera,¼ tz salsa de tomate casera,0.9,alta,0.25×taza(221.21g),
D20 Cena · Pan Pizza,Cena,20,🇮🇹 Italiana,queso-mozzarella-reducido-en-grasa,Queso Mozzarella reducido en grasa,90,90 g queso mozzarella light,90 g queso mozzarella light,0.9,alta,gramos-directos,
D20 Cena · Pan Pizza,Cena,20,🇮🇹 Italiana,champinon-crudo-entero,Champiñón crudo entero,,"Champiñones, tomate cherry y albahaca","Champiñones, tomate cherry y albahaca",0.9,media,sin-cantidad,SI
D20 Snack AM · Snack AM,Snack AM,20,🇮🇹 Italiana,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,104,1 taza pepino,1 taza pepino + 1 taza sandía + 5 g semillas (pistaches),0.9,alta,1.0×taza(104.0g),
D20 Snack AM · Snack AM,Snack AM,20,🇮🇹 Italiana,sandia-picada,Sandía picada,160,1 taza sandía,1 taza pepino + 1 taza sandía + 5 g semillas (pistaches),0.9,alta,1.0×taza(160.0g),
D20 Snack AM · Snack AM,Snack AM,20,🇮🇹 Italiana,pistache,Pistache,5,5 g semillas (pistaches),1 taza pepino + 1 taza sandía + 5 g semillas (pistaches),0.9,alta,gramos-directos,
D20 Snack PM · Snack PM,Snack PM,20,🇮🇹 Italiana,camote-cocido,Camote cocido,209,1 camote,1 camote + ½ tz cottage + 1 cda pistachos + 1 cda semillas de calabaza + 1 cda miel + 1 cda chía + canela,0.9,alta,1.0×taza(209.09g),
D20 Snack PM · Snack PM,Snack PM,20,🇮🇹 Italiana,queso-cottage,Queso Cottage,,½ tz cottage,1 camote + ½ tz cottage + 1 cda pistachos + 1 cda semillas de calabaza + 1 cda miel + 1 cda chía + canela,0.9,media,REVISAR-medida(taza≠cucharada),SI
D20 Snack PM · Snack PM,Snack PM,20,🇮🇹 Italiana,pistache,Pistache,,1 cda pistachos,1 camote + ½ tz cottage + 1 cda pistachos + 1 cda semillas de calabaza + 1 cda miel + 1 cda chía + canela,0.9,media,REVISAR-medida(cda≠pieza),SI
D20 Snack PM · Snack PM,Snack PM,20,🇮🇹 Italiana,semilla-de-calabaza,Semilla de calabaza,,1 cda semillas de calabaza,1 camote + ½ tz cottage + 1 cda pistachos + 1 cda semillas de calabaza + 1 cda miel + 1 cda chía + canela,0.9,media,REVISAR-medida(cda≠cucharada),SI
D20 Snack PM · Snack PM,Snack PM,20,🇮🇹 Italiana,miel,Miel,,1 cda miel,1 camote + ½ tz cottage + 1 cda pistachos + 1 cda semillas de calabaza + 1 cda miel + 1 cda chía + canela,0.9,media,REVISAR-medida(cda≠cucharadita),SI
D20 Snack PM · Snack PM,Snack PM,20,🇮🇹 Italiana,chia,Chía,,1 cda chía,1 camote + ½ tz cottage + 1 cda pistachos + 1 cda semillas de calabaza + 1 cda miel + 1 cda chía + canela,0.9,media,REVISAR-medida(cda≠cucharada),SI
D20 Snack PM · Snack PM,Snack PM,20,🇮🇹 Italiana,canela,Canela,,canela,1 camote + ½ tz cottage + 1 cda pistachos + 1 cda semillas de calabaza + 1 cda miel + 1 cda chía + canela,0.9,media,sin-cantidad,SI
D21 Desayuno · Ricotta Toast,Desayuno,21,🇮🇹 Italiana,pan-integral,Pan integral,100,4 reb pan integral,4 reb pan integral,0.9,alta,4.0×rebanada(25.0g),
D21 Desayuno · Ricotta Toast,Desayuno,21,🇮🇹 Italiana,queso-ricotta-semidescremada,Queso Ricotta semidescremada,,6 cda ricotta light,6 cda ricotta light,0.9,media,REVISAR-medida(cda≠gramos),SI
D21 Desayuno · Ricotta Toast,Desayuno,21,🇮🇹 Italiana,fresa-rebanada,Fresa rebanada,166,1 tz fresas picadas,1 tz fresas picadas,0.9,alta,1.0×taza(166.0g),
D21 Desayuno · Ricotta Toast,Desayuno,21,🇮🇹 Italiana,miel,Miel,,1 cdita miel,1 cdita miel,0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D21 Desayuno · Ricotta Toast,Desayuno,21,🇮🇹 Italiana,chia,Chía,,2 cdita semillas (chía o girasol),2 cdita semillas (chía o girasol),0.9,media,REVISAR-medida(cdita≠cucharada),SI
D21 Comida · Pollo al Romero,Comida,21,🇮🇹 Italiana,pechuga-de-pollo-sin-piel,Pechuga de pollo sin piel,180,180 g pechuga de pollo,180 g pechuga de pollo,0.9,alta,gramos-directos,
D21 Comida · Pollo al Romero,Comida,21,🇮🇹 Italiana,papa-cocida,Papa cocida,272,2 papas cocida,2 papas cocida,0.9,alta,2.0×pieza(136.0g),
D21 Comida · Pollo al Romero,Comida,21,🇮🇹 Italiana,espinaca-cruda,Espinaca cruda,,"Espinaca, tomate cherry y pepino","Espinaca, tomate cherry y pepino",0.9,media,sin-cantidad,SI
D21 Comida · Pollo al Romero,Comida,21,🇮🇹 Italiana,,,,"Romero, ajo, limón y pimienta","Romero, ajo, limón y pimienta",0.0,baja,sin-cantidad,SI
D21 Cena · Ensalada Caprese,Cena,21,🇮🇹 Italiana,pechuga-de-pollo-sin-piel-a-la-plancha,Pechuga de pollo sin piel a la plancha,150,150 g pechuga de pollo a la plancha,150 g pechuga de pollo a la plancha,0.9,alta,gramos-directos,
D21 Cena · Ensalada Caprese,Cena,21,🇮🇹 Italiana,quinoa-cruda,Quinoa cruda,,1 ½ taza quinoa cocida,1 ½ taza quinoa cocida,0.9,media,REVISAR-medida(taza≠gramos),SI
D21 Cena · Ensalada Caprese,Cena,21,🇮🇹 Italiana,,,,"Tomate cherry, pepino y cebolla morada","Tomate cherry, pepino y cebolla morada",0.0,baja,sin-cantidad,SI
D21 Cena · Ensalada Caprese,Cena,21,🇮🇹 Italiana,queso-mozzarella-reducido-en-grasa,Queso Mozzarella reducido en grasa,,¼ taza mozzarella light,¼ taza mozzarella light,0.9,media,REVISAR-medida(taza≠rebanada),SI
D21 Cena · Ensalada Caprese,Cena,21,🇮🇹 Italiana,,,,Albahaca fresca y vinagre balsámico,Albahaca fresca y vinagre balsámico,0.0,baja,sin-cantidad,SI
D21 Snack AM · Snack AM,Snack AM,21,🇮🇹 Italiana,garbanzo-cocido,Garbanzo cocido,164,1 tz garbanzo cocido,"1 tz garbanzo cocido + ½ tz pepino + limón, sal, pimienta",0.9,alta,1.0×taza(164.0g),
D21 Snack AM · Snack AM,Snack AM,21,🇮🇹 Italiana,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,52,½ tz pepino,"1 tz garbanzo cocido + ½ tz pepino + limón, sal, pimienta",0.9,alta,0.5×taza(104.0g),
D21 Snack AM · Snack AM,Snack AM,21,🇮🇹 Italiana,,,,"limón, sal, pimienta","1 tz garbanzo cocido + ½ tz pepino + limón, sal, pimienta",0.0,baja,sin-cantidad,SI
D21 Snack PM · Snack PM,Snack PM,21,🇮🇹 Italiana,yoghurt-natural,Yoghurt natural,227,1 taza yogurt natural,1 taza yogurt natural + 1 cdita almendras + limón + canela + 1 pera + 2 cda crema de cacahuate,0.9,alta,1.0×taza(227.0g),
D21 Snack PM · Snack PM,Snack PM,21,🇮🇹 Italiana,almendra,Almendra,,1 cdita almendras,1 taza yogurt natural + 1 cdita almendras + limón + canela + 1 pera + 2 cda crema de cacahuate,0.9,media,REVISAR-medida(cdita≠pieza),SI
D21 Snack PM · Snack PM,Snack PM,21,🇮🇹 Italiana,limon,Limón,,limón,1 taza yogurt natural + 1 cdita almendras + limón + canela + 1 pera + 2 cda crema de cacahuate,0.9,media,sin-cantidad,SI
D21 Snack PM · Snack PM,Snack PM,21,🇮🇹 Italiana,canela,Canela,,canela,1 taza yogurt natural + 1 cdita almendras + limón + canela + 1 pera + 2 cda crema de cacahuate,0.9,media,sin-cantidad,SI
D21 Snack PM · Snack PM,Snack PM,21,🇮🇹 Italiana,pera,Pera,162,1 pera,1 taza yogurt natural + 1 cdita almendras + limón + canela + 1 pera + 2 cda crema de cacahuate,0.9,alta,1.0×pieza(162.0g),
D21 Snack PM · Snack PM,Snack PM,21,🇮🇹 Italiana,mantequilla-de-cacahuate,Mantequilla de cacahuate,,2 cda crema de cacahuate,1 taza yogurt natural + 1 cdita almendras + limón + canela + 1 pera + 2 cda crema de cacahuate,0.9,media,REVISAR-medida(cda≠cucharadita),SI
D22 Desayuno · Lemon Overnight Oats,Desayuno,22,🇺🇸 Americana,avena-en-hojuelas,Avena en hojuelas,40,1 taza avena,1 taza avena + ½ tz yogurt natural + 1 tz leche,0.9,alta,1.0×taza(40.0g),
D22 Desayuno · Lemon Overnight Oats,Desayuno,22,🇺🇸 Americana,yoghurt-natural,Yoghurt natural,114,½ tz yogurt natural,1 taza avena + ½ tz yogurt natural + 1 tz leche,0.9,alta,0.5×taza(227.0g),
D22 Desayuno · Lemon Overnight Oats,Desayuno,22,🇺🇸 Americana,leche,Leche,240,1 tz leche,1 taza avena + ½ tz yogurt natural + 1 tz leche,0.9,alta,1.0×taza(240.0g),
D22 Desayuno · Lemon Overnight Oats,Desayuno,22,🇺🇸 Americana,chia,Chía,,1 cdita semillas de chía,1 cdita semillas de chía,0.9,media,REVISAR-medida(cdita≠cucharada),SI
D22 Desayuno · Lemon Overnight Oats,Desayuno,22,🇺🇸 Americana,jugo-de-limon,Jugo de limón,,Ralladura y jugo de limón,Ralladura y jugo de limón,0.9,media,sin-cantidad,SI
D22 Desayuno · Lemon Overnight Oats,Desayuno,22,🇺🇸 Americana,miel,Miel,,1 cdita miel o stevia,1 cdita miel o stevia,0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D22 Desayuno · Lemon Overnight Oats,Desayuno,22,🇺🇸 Americana,moras,Moras,144,1 tz frutos rojos,1 tz frutos rojos,0.9,alta,1.0×taza(144.0g),
D22 Desayuno · Lemon Overnight Oats,Desayuno,22,🇺🇸 Americana,huevo-revuelto,Huevo revuelto,,3 pz huevo revuelto,3 pz huevo revuelto,0.9,media,REVISAR-medida(pieza≠gramos),SI
D22 Comida · Hamburguesa Ligera,Comida,22,🇺🇸 Americana,molida-de-res,Molida de res,150,150 g carne molida magra,150 g carne molida magra,0.9,alta,gramos-directos,
D22 Comida · Hamburguesa Ligera,Comida,22,🇺🇸 Americana,pan-integral,Pan integral,50,2 reb pan integral,2 reb pan integral,0.9,alta,2.0×rebanada(25.0g),
D22 Comida · Hamburguesa Ligera,Comida,22,🇺🇸 Americana,aguacate-hass,Aguacate Hass,31,⅓ pz aguacate,⅓ pz aguacate,0.9,alta,0.3333333333333333×pieza(93.94g),
D22 Comida · Hamburguesa Ligera,Comida,22,🇺🇸 Americana,queso-fresco,Queso fresco,30,30 g queso fresco o mozzarella,30 g queso fresco o mozzarella,0.9,alta,gramos-directos,
D22 Comida · Hamburguesa Ligera,Comida,22,🇺🇸 Americana,lechuga,Lechuga,,"Lechuga, tomate, cebolla, pepino","Lechuga, tomate, cebolla, pepino",0.9,media,sin-cantidad,SI
D22 Comida · Hamburguesa Ligera,Comida,22,🇺🇸 Americana,camote-al-horno,Camote al horno,318,1 ½ taza camote al horno o papa,1 ½ taza camote al horno o papa,0.9,alta,1.5×taza(212.12g),
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,molida-de-res,Molida de res,150,150 g carne molida magra salpimentada,150 g carne molida magra salpimentada,0.9,alta,gramos-directos,
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,platano-macho,Plátano Macho,98,½ pz plátano macho asado,½ pz plátano macho asado + 1 cdita miel,0.9,alta,0.5×pieza(196.0g),
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,miel,Miel,,1 cdita miel,½ pz plátano macho asado + 1 cdita miel,0.9,media,REVISAR-medida(cdita≠cucharadita),SI
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,aguacate-hass,Aguacate Hass,47,½ aguacate,Ensalada: ½ aguacate + pepino + tomate cherry + cilantro + aceite oliva + limón,0.9,alta,0.5×pieza(93.94g),
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,pepino-con-cascara-rebanado,Pepino con cáscara rebanado,,pepino,Ensalada: ½ aguacate + pepino + tomate cherry + cilantro + aceite oliva + limón,0.9,media,sin-cantidad,SI
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,jitomate-cereza,Jitomate cereza,,tomate cherry,Ensalada: ½ aguacate + pepino + tomate cherry + cilantro + aceite oliva + limón,0.9,media,sin-cantidad,SI
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,cilantro-picado-crudo,Cilantro picado crudo,,cilantro,Ensalada: ½ aguacate + pepino + tomate cherry + cilantro + aceite oliva + limón,0.9,media,sin-cantidad,SI
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,aceite-de-oliva,Aceite de oliva,,aceite oliva,Ensalada: ½ aguacate + pepino + tomate cherry + cilantro + aceite oliva + limón,0.9,media,sin-cantidad,SI
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,limon,Limón,,limón,Ensalada: ½ aguacate + pepino + tomate cherry + cilantro + aceite oliva + limón,0.9,media,sin-cantidad,SI
D22 Cena · Carne Asada con Ensalada de Aguacate,Cena,22,🇺🇸 Americana,arroz-cocido,Arroz cocido,141,¾ tz arroz cocido,¾ tz arroz cocido,0.9,alta,0.75×taza(188.0g),
D22 Snack AM · Snack AM,Snack AM,22,🇺🇸 Americana,platano,Plátano,108,1 plátano,1 plátano + 2 cda crema de cacahuate + 4 rice cake,0.9,alta,1.0×pieza(108.0g),
D22 Snack AM · Snack AM,Snack AM,22,🇺🇸 Americana,mantequilla-de-cacahuate,Mantequilla de cacahuate,,2 cda crema de cacahuate,1 plátano + 2 cda crema de cacahuate + 4 rice cake,0.9,media,REVISAR-medida(cda≠cucharadita),SI
D22 Snack AM · Snack AM,Snack AM,22,🇺🇸 Americana,arroz-inflado-natural,Arroz inflado natural,136,4 rice cake,1 plátano + 2 cda crema de cacahuate + 4 rice cake,0.9,alta,4.0×taza(34.0g),
D22 Snack PM · Snack PM,Snack PM,22,🇺🇸 Americana,pan-tostado,Pan tostado,30,2 pz pan tostado con 1 cda mermelada sin azúcar,2 pz pan tostado con 1 cda mermelada sin azúcar,0.9,alta,2.0×rebanada(15.0g),
D23 Desayuno · Bagel de Salmón,Desayuno,23,🇺🇸 Americana,bagel-integral,Bagel integral,36,½ bagel integral,½ bagel integral,0.9,alta,0.5×pieza(72.73g),
D23 Desayuno · Bagel de Salmón,Desayuno,23,🇺🇸 Americana,salmon-ahumado,Salmón ahumado,40,40 g salmón ahumado o pollo a la plancha,40 g salmón ahumado o pollo a la plancha,0.9,alta,gramos-directos,
D23 Desayuno · Bagel de Salmón,Desayuno,23,🇺🇸 Americana,queso-crema-light,Queso crema light,,1 cdita queso crema light,1 cdita queso crema light,0.9,media,REVISAR-medida(cdita≠cucharada),SI
D23 Desayuno · Bagel de Salmón,Desayuno,23,🇺🇸 Americana,,,,Tomate y pepino en rodajas,Tomate y pepino en rodajas,0.0,baja,sin-cantidad,SI
D23 Desayuno · Bagel de Salmón,Desayuno,23,🇺🇸 Americana,limon-real,Limón real,,"Limón, eneldo y pimienta","Limón, eneldo y pimienta",0.9,media,sin-cantidad,SI
D23 Comida · Chicken Bowl,Comida,23,🇺🇸 Americana,pechuga-de-pollo-sin-piel-a-la-plancha,Pechuga de pollo sin piel a la plancha,150,150 g pechuga de pollo a la plancha,150 g pechuga de pollo a la plancha,0.9,alta,gramos-directos,
D23 Comida · Chicken Bowl,Comida,23,🇺🇸 Americana,arroz-cocido,Arroz cocido,376,2 tz arroz cocido,2 tz arroz cocido,0.9,alta,2.0×taza(188.0g),
D23 Comida · Chicken Bowl,Comida,23,🇺🇸 Americana,frijol-promedio-cocido,Frijol promedio cocido,86,½ tz frijoles,½ tz frijoles,0.9,alta,0.5×taza(172.0g),
D23 Comida · Chicken Bowl,Comida,23,🇺🇸 Americana,aguacate-hass,Aguacate Hass,23,¼ pz aguacate,¼ pz aguacate,0.9,alta,0.25×pieza(93.94g),
D23 Comida · Chicken Bowl,Comida,23,🇺🇸 Americana,lechuga,Lechuga,,Lechuga,Lechuga + pico de gallo + 1 cda elotito,0.9,media,sin-cantidad,SI
D23 Comida · Chicken Bowl,Comida,23,🇺🇸 Americana,,,,pico de gallo,Lechuga + pico de gallo + 1 cda elotito,0.0,baja,sin-cantidad,SI
D23 Comida · Chicken Bowl,Comida,23,🇺🇸 Americana,elotitos-de-cambray,Elotitos de cambray,,1 cda elotito,Lechuga + pico de gallo + 1 cda elotito,0.9,media,REVISAR-medida(cda≠pieza),SI
D23 Comida · Chicken Bowl,Comida,23,🇺🇸 Americana,limon-real,Limón real,,Limón y sal de mar,Limón y sal de mar,0.9,media,sin-cantidad,SI
D23 Cena · Papa Rellena al Horno,Cena,23,🇺🇸 Americana,molida-de-res,Molida de res,150,150 g carne molida magra salpimentada,150 g carne molida magra salpimentada,0.9,alta,gramos-directos,
D23 Cena · Papa Rellena al Horno,Cena,23,🇺🇸 Americana,papa-cocida,Papa cocida,204,1 ½ pz papa cocida o al horno,1 ½ pz papa cocida o al horno,0.9,alta,1.5×pieza(136.0g),
D23 Cena · Papa Rellena al Horno,Cena,23,🇺🇸 Americana,queso-mozzarella,Queso Mozzarella,30,30 g queso mozzarella,30 g queso mozzarella,0.9,alta,gramos-directos,
D23 Cena · Papa Rellena al Horno,Cena,23,🇺🇸 Americana,,,,Pico de gallo,Pico de gallo,0.0,baja,sin-cantidad,SI
D23 Cena · Papa Rellena al Horno,Cena,23,🇺🇸 Americana,mayonesa-chipotle,Mayonesa chipotle,,Aderezo chipotle,Aderezo chipotle,0.9,media,sin-cantidad,SI
D23 Snack AM · Snack AM,Snack AM,23,🇺🇸 Americana,naranja,Naranja,152,2 pz naranja,2 pz naranja + 10 g semillas (pistaches),0.9,alta,2.0×pieza(76.0g),
D23 Snack AM · Snack AM,Snack AM,23,🇺🇸 Americana,pistache,Pistache,10,10 g semillas (pistaches),2 pz naranja + 10 g semillas (pistaches),0.9,alta,gramos-directos,
D23 Snack PM · Snack PM,Snack PM,23,🇺🇸 Americana,yoghurt-natural,Yoghurt natural,170,¾ taza yogur natural,¾ taza yogur natural + 1 taza fresas + 1 cda crema de cacahuate,0.9,alta,0.75×taza(227.0g),
D23 Snack PM · Snack PM,Snack PM,23,🇺🇸 Americana,fresa-entera,Fresa entera,,1 taza fresas,¾ taza yogur natural + 1 taza fresas + 1 cda crema de cacahuate,0.9,media,REVISAR-medida(taza≠pieza),SI
D23 Snack PM · Snack PM,Snack PM,23,🇺🇸 Americana,mantequilla-de-cacahuate,Mantequilla de cacahuate,,1 cda crema de cacahuate,¾ taza yogur natural + 1 taza fresas + 1 cda crema de cacahuate,0.9,media,REVISAR-medida(cda≠cucharadita),SI
D24 Desayuno · Toast de Huevo,Desayuno,24,🇺🇸 Americana,pan-integral,Pan integral,50,2 reb pan integral,2 reb pan integral,0.9,alta,2.0×rebanada(25.0g),
D24 Desayuno · Toast de Huevo,Desayuno,24,🇺🇸 Americana,clara-de-huevo,Clara de huevo,,¾ taza claras de huevo,¾ taza claras de huevo + 1 huevo entero,0.9,media,REVISAR-medida(taza≠pieza),SI
D24 Desayuno · Toast de Huevo,Desayuno,24,🇺🇸 Americana,huevo-entero-fresco,Huevo entero fresco,44,1 huevo entero,¾ taza claras de huevo + 1 huevo entero,0.9,alta,1.0×pieza(44.0g),
D24 Desayuno · Toast de Huevo,Desayuno,24,🇺🇸 Americana,aguacate-hass,Aguacate Hass,23,¼ pieza aguacate,¼ pieza aguacate,0.9,alta,0.25×pieza(93.94g),
D24 Desayuno · Toast de Huevo,Desayuno,24,🇺🇸 Americana,jitomate,Jitomate,,Rodajas de tomate,Rodajas de tomate + espinaca fresca,0.9,media,sin-cantidad,SI
D24 Desayuno · Toast de Huevo,Desayuno,24,🇺🇸 Americana,espinaca-cruda,Espinaca cruda,,espinaca fresca,Rodajas de tomate + espinaca fresca,0.9,media,sin-cantidad,SI
D24 Desayuno · Toast de Huevo,Desayuno,24,🇺🇸 Americana,limon-real,Limón real,,"Limón, sal y pimienta","Limón, sal y pimienta",0.9,media,sin-cantidad,SI
D24 Comida · Ensalada Cobb,Comida,24,🇺🇸 Americana,pechuga-de-pavo,Pechuga de pavo,150,150 g pechuga de pavo o pollo a la plancha,150 g pechuga de pavo o pollo a la plancha,0.9,alta,gramos-directos,
D24 Comida · Ensalada Cobb,Comida,24,🇺🇸 Americana,huevo-cocido,Huevo cocido,44,1 huevo cocido,1 huevo cocido,0.9,alta,1.0×pieza(44.0g),
D24 Comida · Ensalada Cobb,Comida,24,🇺🇸 Americana,espinaca-cruda,Espinaca cruda,,Espinaca,Espinaca + lechuga + tomate cherry + 2 cdas elote,0.9,media,sin-cantidad,SI
D24 Comida · Ensalada Cobb,Comida,24,🇺🇸 Americana,lechuga,Lechuga,,lechuga,Espinaca + lechuga + tomate cherry + 2 cdas elote,0.9,media,sin-cantidad,SI
